timestamp,icao,temperature,dewpoint,wind_speed,visibility,is_fog,is_mist,raw_metar,dewpoint_depression,hour,month,day_of_week,humidity,is_disrupted
2024-06-05 00:00:00,LRIA,16,16,3.0,10000,0,0,LRIA 050000Z 29003KT CAVOK 16/16 Q1011,0,0,6,2,100.0,0
2024-06-05 00:30:00,LRIA,16,16,3.0,10000,0,0,LRIA 050030Z 27003KT CAVOK 16/16 Q1011,0,0,6,2,100.0,0
2024-06-05 01:00:00,LRIA,16,16,1.0,10000,0,0,LRIA 050100Z 27001KT CAVOK 16/16 Q1011,0,1,6,2,100.0,0
2024-06-05 01:30:00,LRIA,16,16,2.0,9999,0,0,LRIA 050130Z 30002KT 9999 MIFG NSC 16/16 Q1011,0,1,6,2,100.0,0
2024-06-05 02:00:00,LRIA,16,16,2.0,9999,0,0,LRIA 050200Z 25002KT 9999 MIFG NSC 16/16 Q1011,0,2,6,2,100.0,0
2024-06-05 02:30:00,LRIA,15,15,2.0,9999,0,0,LRIA 050230Z 28002KT 9999 MIFG NSC 15/15 Q1011,0,2,6,2,100.0,0
2024-06-05 03:00:00,LRIA,15,15,2.0,9999,0,0,LRIA 050300Z 21002KT 9999 MIFG NSC 15/15 Q1011,0,3,6,2,100.0,0
2024-06-05 03:30:00,LRIA,16,16,3.0,10000,0,0,LRIA 050330Z 24003KT 210V280 CAVOK 16/16 Q1011,0,3,6,2,100.0,0
2024-06-05 04:00:00,LRIA,17,17,3.0,10000,0,0,LRIA 050400Z 28003KT CAVOK 17/17 Q1012,0,4,6,2,100.0,0
2024-06-05 04:30:00,LRIA,18,17,4.0,10000,0,0,LRIA 050430Z 26004KT CAVOK 18/17 Q1012,1,4,6,2,93.88,0
2024-06-05 05:00:00,LRIA,19,17,3.0,10000,0,0,LRIA 050500Z 28003KT 250V310 CAVOK 19/17 Q1012,2,5,6,2,88.19,0
2024-06-05 05:30:00,LRIA,20,17,7.0,10000,0,0,LRIA 050530Z 30007KT CAVOK 20/17 Q1012,3,5,6,2,82.87,0
2024-06-05 06:00:00,LRIA,21,17,7.0,10000,0,0,LRIA 050600Z 31007KT 280V340 CAVOK 21/17 Q1012,4,6,6,2,77.92,0
2024-06-05 06:30:00,LRIA,21,16,9.0,10000,0,0,LRIA 050630Z 30009KT CAVOK 21/16 Q1012,5,6,6,2,73.11,0
2024-06-05 07:00:00,LRIA,22,16,8.0,10000,0,0,LRIA 050700Z 31008KT 280V340 CAVOK 22/16 Q1012,6,7,6,2,68.77,0
2024-06-05 07:30:00,LRIA,23,16,8.0,10000,0,0,LRIA 050730Z 32008KT 290V010 CAVOK 23/16 Q1013,7,7,6,2,64.72,0
2024-06-05 08:00:00,LRIA,23,14,10.0,9999,0,0,LRIA 050800Z 32010KT 290V350 9999 FEW034 23/14 Q1013,9,8,6,2,56.91,0
2024-06-05 08:30:00,LRIA,24,14,7.0,9999,0,0,LRIA 050830Z 33007KT 310V010 9999 FEW039 24/14 Q1013,10,8,6,2,53.58,0
2024-06-05 09:00:00,LRIA,24,15,5.0,9999,0,0,LRIA 050900Z 34005KT 290V030 9999 FEW040 24/15 Q1012,9,9,6,2,57.15,0
2024-06-05 09:30:00,LRIA,23,14,6.0,9999,0,0,LRIA 050930Z 32006KT 290V010 9999 SCT040 23/14 Q1012,9,9,6,2,56.91,0
2024-06-05 10:00:00,LRIA,24,14,5.0,9999,0,0,COR LRIA 051000Z 34005KT 310V050 9999 SCT043 24/14 Q1012,10,10,6,2,53.58,0
2024-06-05 10:30:00,LRIA,26,15,7.0,9999,0,0,LRIA 051030Z 36007KT 320V020 9999 FEW043 26/15 Q1012,11,10,6,2,50.73,0
2024-06-05 11:00:00,LRIA,25,14,4.0,10000,0,0,LRIA 051100Z 33004KT 260V020 CAVOK 25/14 Q1012,11,11,6,2,50.46,0
2024-06-05 11:30:00,LRIA,25,13,5.0,10000,0,0,LRIA 051130Z 31005KT 250V030 CAVOK 25/13 Q1012,12,11,6,2,47.28,0
2024-06-05 12:00:00,LRIA,26,14,8.0,10000,0,0,LRIA 051200Z 30008KT CAVOK 26/14 Q1012,12,12,6,2,47.55,0
2024-06-05 12:30:00,LRIA,26,13,5.0,10000,0,0,LRIA 051230Z 29005KT 240V330 CAVOK 26/13 Q1012,13,12,6,2,44.56,0
2024-06-05 13:00:00,LRIA,27,13,,10000,0,0,LRIA 051300Z VRB04KT CAVOK 27/13 Q1012,14,13,6,2,42.01,0
2024-06-05 13:30:00,LRIA,27,14,6.0,10000,0,0,COR LRIA 051330Z 30006KT 270V330 CAVOK 27/14 Q1012,13,13,6,2,44.83,0
2024-06-05 14:00:00,LRIA,27,14,5.0,10000,0,0,LRIA 051400Z 01005KT 310V060 CAVOK 27/14 Q1011,13,14,6,2,44.83,0
2024-06-05 14:30:00,LRIA,27,14,,10000,0,0,LRIA 051430Z VRB02KT CAVOK 27/14 Q1011,13,14,6,2,44.83,0
2024-06-05 15:00:00,LRIA,27,14,5.0,10000,0,0,LRIA 051500Z 24005KT 210V280 CAVOK 27/14 Q1011,13,15,6,2,44.83,0
2024-06-05 15:30:00,LRIA,26,14,6.0,9999,0,0,LRIA 051530Z AUTO 02006KT 9999 BKN060/// 26/14 Q1011,12,15,6,2,47.55,0
2024-06-05 16:00:00,LRIA,26,13,4.0,10000,0,0,LRIA 051600Z 02004KT CAVOK 26/13 Q1012,13,16,6,2,44.56,0
2024-06-05 16:30:00,LRIA,26,13,5.0,10000,0,0,LRIA 051630Z 36005KT CAVOK 26/13 Q1012,13,16,6,2,44.56,0
2024-06-05 17:00:00,LRIA,25,14,3.0,10000,0,0,LRIA 051700Z 36003KT CAVOK 25/14 Q1012,11,17,6,2,50.46,0
2024-06-05 17:30:00,LRIA,25,14,3.0,10000,0,0,LRIA 051730Z 01003KT CAVOK 25/14 Q1012,11,17,6,2,50.46,0
2024-06-05 18:00:00,LRIA,23,14,5.0,10000,0,0,LRIA 051800Z 34005KT CAVOK 23/14 Q1012,9,18,6,2,56.91,0
2024-06-05 18:30:00,LRIA,22,14,7.0,10000,0,0,LRIA 051830Z 34007KT CAVOK 22/14 Q1012,8,18,6,2,60.47,0
2024-06-05 19:00:00,LRIA,20,14,6.0,10000,0,0,LRIA 051900Z 32006KT CAVOK 20/14 Q1013,6,19,6,2,68.38,0
2024-06-05 19:30:00,LRIA,21,14,8.0,10000,0,0,LRIA 051930Z 34008KT CAVOK 21/14 Q1013,7,19,6,2,64.29,0
2024-06-05 20:00:00,LRIA,21,15,7.0,10000,0,0,LRIA 052000Z 33007KT CAVOK 21/15 Q1013,6,20,6,2,68.58,0
2024-06-05 20:30:00,LRIA,21,15,3.0,10000,0,0,LRIA 052030Z 29003KT CAVOK 21/15 Q1013,6,20,6,2,68.58,0
2024-06-05 21:00:00,LRIA,20,15,,10000,0,0,LRIA 052100Z VRB01KT CAVOK 20/15 Q1013,5,21,6,2,72.94,0
2024-06-05 21:30:00,LRIA,20,15,3.0,10000,0,0,LRIA 052130Z 28003KT CAVOK 20/15 Q1013,5,21,6,2,72.94,0
2024-06-05 22:00:00,LRIA,20,15,,10000,0,0,LRIA 052200Z VRB02KT CAVOK 20/15 Q1013,5,22,6,2,72.94,0
2024-06-05 22:30:00,LRIA,19,15,2.0,10000,0,0,LRIA 052230Z 26002KT CAVOK 19/15 Q1014,4,22,6,2,77.62,0
2024-06-05 23:00:00,LRIA,19,15,3.0,10000,0,0,LRIA 052300Z 26003KT CAVOK 19/15 Q1014,4,23,6,2,77.62,0
2024-06-05 23:30:00,LRIA,19,15,3.0,10000,0,0,LRIA 052330Z 26003KT CAVOK 19/15 Q1014,4,23,6,2,77.62,0
2024-06-06 00:00:00,LRIA,18,15,2.0,9999,0,0,LRIA 060000Z 25002KT 9999 FEW050CB 18/15 Q1014,3,0,6,3,82.63,0
2024-06-06 00:30:00,LRIA,19,15,7.0,9999,0,0,LRIA 060030Z 30007KT 9999 FEW050CB 19/15 Q1014,4,0,6,3,77.62,0
2024-06-06 01:00:00,LRIA,18,15,5.0,9999,0,0,LRIA 060100Z 33005KT 9999 FEW050CB 18/15 Q1014,3,1,6,3,82.63,0
2024-06-06 01:30:00,LRIA,18,16,4.0,10000,0,0,LRIA 060130Z 22004KT CAVOK 18/16 Q1014,2,1,6,3,88.1,0
2024-06-06 02:00:00,LRIA,18,16,3.0,10000,0,0,LRIA 060200Z 23003KT 200V260 CAVOK 18/16 Q1014,2,2,6,3,88.1,0
2024-06-06 02:30:00,LRIA,18,16,2.0,10000,0,0,LRIA 060230Z 22002KT CAVOK 18/16 Q1015,2,2,6,3,88.1,0
2024-06-06 03:00:00,LRIA,18,16,3.0,10000,0,0,LRIA 060300Z 28003KT CAVOK 18/16 Q1015,2,3,6,3,88.1,0
2024-06-06 03:30:00,LRIA,19,16,4.0,10000,0,0,LRIA 060330Z 30004KT CAVOK 19/16 Q1015,3,3,6,3,82.75,0
2024-06-06 04:00:00,LRIA,18,16,,10000,0,0,LRIA 060400Z VRB02KT CAVOK 18/16 Q1015,2,4,6,3,88.1,0
2024-06-06 04:30:00,LRIA,19,17,,10000,0,0,LRIA 060430Z VRB02KT CAVOK 19/17 Q1016,2,4,6,3,88.19,0
2024-06-06 05:00:00,LRIA,21,17,3.0,10000,0,0,LRIA 060500Z 27003KT 230V290 CAVOK 21/17 Q1016,4,5,6,3,77.92,0
2024-06-06 05:30:00,LRIA,21,17,4.0,10000,0,0,LRIA 060530Z 30004KT CAVOK 21/17 Q1016,4,5,6,3,77.92,0
2024-06-06 06:00:00,LRIA,22,16,4.0,10000,0,0,LRIA 060600Z 30004KT 270V330 CAVOK 22/16 Q1016,6,6,6,3,68.77,0
2024-06-06 06:30:00,LRIA,24,16,3.0,10000,0,0,LRIA 060630Z 32003KT 230V360 CAVOK 24/16 Q1016,8,6,6,3,60.93,0
2024-06-06 07:00:00,LRIA,24,15,3.0,10000,0,0,LRIA 060700Z 27003KT 150V310 CAVOK 24/15 Q1016,9,7,6,3,57.15,0
2024-06-06 07:30:00,LRIA,24,16,4.0,10000,0,0,LRIA 060730Z 35004KT 230V040 CAVOK 24/16 Q1017,8,7,6,3,60.93,0
2024-06-06 08:00:00,LRIA,25,16,,10000,0,0,LRIA 060800Z VRB03KT CAVOK 25/16 Q1017,9,8,6,3,57.39,0
2024-06-06 08:30:00,LRIA,24,15,4.0,9999,0,0,LRIA 060830Z 31004KT 210V350 9999 SCT036 24/15 Q1017,9,8,6,3,57.15,0
2024-06-06 09:00:00,LRIA,26,16,,9999,0,0,LRIA 060900Z VRB02KT 9999 FEW037 FEW040CB 26/16 Q1016,10,9,6,3,54.08,0
2024-06-06 09:30:00,LRIA,26,16,3.0,9999,0,0,LRIA 060930Z 26003KT 190V330 9999 SCT040 FEW042CB 26/16 Q1017,10,9,6,3,54.08,0
2024-06-06 10:00:00,LRIA,26,15,4.0,9999,0,0,LRIA 061000Z 27004KT 190V360 9999 SCT048 FEW050CB 26/15 Q1016,11,10,6,3,50.73,0
2024-06-06 10:30:00,LRIA,25,16,11.0,10000,0,0,LRIA 061030Z 28011KT CAVOK 25/16 Q1016,9,10,6,3,57.39,0
2024-06-06 11:00:00,LRIA,26,16,8.0,9999,0,0,LRIA 061100Z 28008KT 260V320 9999 FEW065TCU 26/16 Q1016,10,11,6,3,54.08,0
2024-06-06 11:30:00,LRIA,26,15,5.0,10000,0,0,LRIA 061130Z 26005KT 210V310 CAVOK 26/15 Q1016,11,11,6,3,50.73,0
2024-06-06 12:00:00,LRIA,27,14,9.0,10000,0,0,LRIA 061200Z 29009KT CAVOK 27/14 Q1016,13,12,6,3,44.83,0
2024-06-06 12:30:00,LRIA,28,14,7.0,10000,0,0,LRIA 061230Z 34007KT 320V020 CAVOK 28/14 Q1016,14,12,6,3,42.28,0
2024-06-06 13:00:00,LRIA,28,13,5.0,10000,0,0,LRIA 061300Z 30005KT 220V340 CAVOK 28/13 Q1016,15,13,6,3,39.62,0
2024-06-06 13:30:00,LRIA,28,14,5.0,10000,0,0,LRIA 061330Z 30005KT 250V360 CAVOK 28/14 Q1016,14,13,6,3,42.28,0
2024-06-06 14:00:00,LRIA,28,13,6.0,10000,0,0,LRIA 061400Z 33006KT 310V010 CAVOK 28/13 Q1015,15,14,6,3,39.62,0
2024-06-06 14:30:00,LRIA,28,14,,10000,0,0,LRIA 061430Z VRB03KT CAVOK 28/14 Q1015,14,14,6,3,42.28,0
2024-06-06 15:00:00,LRIA,28,14,4.0,10000,0,0,LRIA 061500Z 34004KT 250V360 CAVOK 28/14 Q1015,14,15,6,3,42.28,0
2024-06-06 15:30:00,LRIA,28,13,5.0,10000,0,0,LRIA 061530Z 33005KT CAVOK 28/13 Q1015,15,15,6,3,39.62,0
2024-06-06 16:00:00,LRIA,29,13,,10000,0,0,LRIA 061600Z VRB01KT CAVOK 29/13 Q1015,16,16,6,3,37.38,0
2024-06-06 16:30:00,LRIA,28,13,,10000,0,0,LRIA 061630Z VRB02KT CAVOK 28/13 Q1015,15,16,6,3,39.62,0
2024-06-06 17:00:00,LRIA,27,14,2.0,10000,0,0,LRIA 061700Z 28002KT CAVOK 27/14 Q1016,13,17,6,3,44.83,0
2024-06-06 17:30:00,LRIA,26,13,2.0,10000,0,0,LRIA 061730Z 28002KT CAVOK 26/13 Q1016,13,17,6,3,44.56,0
2024-06-06 18:00:00,LRIA,26,13,2.0,10000,0,0,LRIA 061800Z 27002KT CAVOK 26/13 Q1016,13,18,6,3,44.56,0
2024-06-06 18:30:00,LRIA,25,13,2.0,10000,0,0,LRIA 061830Z 28002KT CAVOK 25/13 Q1016,12,18,6,3,47.28,0
2024-06-06 19:00:00,LRIA,21,15,,10000,0,0,LRIA 061900Z VRB01KT CAVOK 21/15 Q1017,6,19,6,3,68.58,0
2024-06-06 19:30:00,LRIA,23,15,3.0,10000,0,0,COR LRIA 061930Z 25003KT CAVOK 23/15 Q1017,8,19,6,3,60.7,0
2024-06-06 20:00:00,LRIA,23,14,,10000,0,0,COR LRIA 062000Z VRB01KT CAVOK 23/14 Q1017,9,20,6,3,56.91,0
2024-06-06 20:30:00,LRIA,22,15,,10000,0,0,LRIA 062030Z VRB02KT CAVOK 22/15 Q1017,7,20,6,3,64.5,0
2024-06-06 21:00:00,LRIA,21,15,2.0,10000,0,0,LRIA 062100Z 23002KT CAVOK 21/15 Q1017,6,21,6,3,68.58,0
2024-06-06 21:30:00,LRIA,20,15,3.0,10000,0,0,LRIA 062130Z 24003KT CAVOK 20/15 Q1017,5,21,6,3,72.94,0
2024-06-06 22:00:00,LRIA,21,15,,10000,0,0,LRIA 062200Z VRB02KT CAVOK 21/15 Q1018,6,22,6,3,68.58,0
2024-06-06 22:30:00,LRIA,20,15,2.0,10000,0,0,LRIA 062230Z 26002KT CAVOK 20/15 Q1018,5,22,6,3,72.94,0
2024-06-06 23:00:00,LRIA,19,16,4.0,10000,0,0,COR LRIA 062300Z 27004KT CAVOK 19/16 Q1018,3,23,6,3,82.75,0
2024-06-06 23:30:00,LRIA,20,15,3.0,9999,0,0,LRIA 062330Z AUTO 28003KT 9999 FEW081/// OVC110/// 20/15 Q1018,5,23,6,3,72.94,0
2024-06-07 00:00:00,LRIA,18,16,2.0,10000,0,0,LRIA 070000Z 27002KT CAVOK 18/16 Q1018,2,0,6,4,88.1,0
2024-06-07 00:30:00,LRIA,18,16,3.0,9999,0,0,LRIA 070030Z AUTO 25003KT 9999 FEW085/// 18/16 Q1018,2,0,6,4,88.1,0
2024-06-07 01:00:00,LRIA,18,16,3.0,9999,0,0,LRIA 070100Z AUTO 23003KT 9999 FEW090/// 18/16 Q1018,2,1,6,4,88.1,0
2024-06-07 01:30:00,LRIA,18,16,,10000,0,0,COR LRIA 070130Z VRB02KT CAVOK 18/16 Q1018,2,1,6,4,88.1,0
2024-06-07 02:00:00,LRIA,17,16,3.0,10000,0,0,COR LRIA 070200Z 28003KT CAVOK 17/16 Q1018,1,2,6,4,93.84,0
2024-06-07 02:30:00,LRIA,16,15,3.0,10000,0,0,LRIA 070230Z 26003KT CAVOK 16/15 Q1018,1,2,6,4,93.79,0
2024-06-07 03:00:00,LRIA,18,16,1.0,9999,0,0,LRIA 070300Z AUTO 19001KT 9999 FEW100/// 18/16 Q1018,2,3,6,4,88.1,0
2024-06-07 03:30:00,LRIA,18,16,2.0,10000,0,0,LRIA 070330Z 29002KT CAVOK 18/16 Q1018,2,3,6,4,88.1,0
2024-06-07 04:00:00,LRIA,20,16,,10000,0,0,LRIA 070400Z VRB02KT CAVOK 20/16 Q1018,4,4,6,4,77.77,0
2024-06-07 04:30:00,LRIA,21,16,3.0,10000,0,0,LRIA 070430Z 24003KT CAVOK 21/16 Q1018,5,4,6,4,73.11,0
2024-06-07 05:00:00,LRIA,21,16,3.0,10000,0,0,LRIA 070500Z 26003KT CAVOK 21/16 Q1018,5,5,6,4,73.11,0
2024-06-07 05:30:00,LRIA,23,16,3.0,10000,0,0,LRIA 070530Z 28003KT 240V340 CAVOK 23/16 Q1018,7,5,6,4,64.72,0
2024-06-07 06:00:00,LRIA,24,16,,10000,0,0,LRIA 070600Z VRB02KT CAVOK 24/16 Q1018,8,6,6,4,60.93,0
2024-06-07 06:30:00,LRIA,26,16,,10000,0,0,LRIA 070630Z VRB02KT CAVOK 26/16 Q1017,10,6,6,4,54.08,0
2024-06-07 07:00:00,LRIA,26,16,,10000,0,0,LRIA 070700Z VRB02KT CAVOK 26/16 Q1017,10,7,6,4,54.08,0
2024-06-07 07:30:00,LRIA,27,16,3.0,10000,0,0,LRIA 070730Z 09003KT 330V140 CAVOK 27/16 Q1017,11,7,6,4,50.99,0
2024-06-07 08:00:00,LRIA,27,16,4.0,10000,0,0,LRIA 070800Z 11004KT 070V150 CAVOK 27/16 Q1017,11,8,6,4,50.99,0
2024-06-07 08:30:00,LRIA,28,17,6.0,10000,0,0,LRIA 070830Z 11006KT 050V160 CAVOK 28/17 Q1017,11,8,6,4,51.25,0
2024-06-07 09:00:00,LRIA,28,15,7.0,10000,0,0,LRIA 070900Z 16007KT 120V190 CAVOK 28/15 Q1017,13,9,6,4,45.1,0
2024-06-07 09:30:00,LRIA,29,14,5.0,10000,0,0,LRIA 070930Z 19005KT 150V290 CAVOK 29/14 Q1017,15,9,6,4,39.9,0
2024-06-07 10:00:00,LRIA,29,14,8.0,10000,0,0,LRIA 071000Z 19008KT CAVOK 29/14 Q1017,15,10,6,4,39.9,0
2024-06-07 10:30:00,LRIA,29,15,7.0,10000,0,0,LRIA 071030Z 20007KT 170V260 CAVOK 29/15 Q1016,14,10,6,4,42.56,0
2024-06-07 11:00:00,LRIA,29,14,9.0,10000,0,0,LRIA 071100Z 17009KT CAVOK 29/14 Q1016,15,11,6,4,39.9,0
2024-06-07 11:30:00,LRIA,29,16,6.0,10000,0,0,LRIA 071130Z 18006KT 140V250 CAVOK 29/16 Q1016,13,11,6,4,45.37,0
2024-06-07 12:00:00,LRIA,30,15,7.0,10000,0,0,LRIA 071200Z 17007KT 140V210 CAVOK 30/15 Q1016,15,12,6,4,40.17,0
2024-06-07 12:30:00,LRIA,30,15,6.0,10000,0,0,LRIA 071230Z 18006KT 130V210 CAVOK 30/15 Q1015,15,12,6,4,40.17,0
2024-06-07 13:00:00,LRIA,29,14,8.0,10000,0,0,LRIA 071300Z 17008KT 100V190 CAVOK 29/14 Q1015,15,13,6,4,39.9,0
2024-06-07 13:30:00,LRIA,29,14,5.0,10000,0,0,LRIA 071330Z 21005KT 150V250 CAVOK 29/14 Q1015,15,13,6,4,39.9,0
2024-06-07 14:00:00,LRIA,28,15,5.0,10000,0,0,LRIA 071400Z 16005KT CAVOK 28/15 Q1015,13,14,6,4,45.1,0
2024-06-07 14:30:00,LRIA,28,15,4.0,9999,0,0,LRIA 071430Z 17004KT 9999 FEW060TCU 28/15 Q1015,13,14,6,4,45.1,0
2024-06-07 15:00:00,LRIA,29,15,3.0,10000,0,0,LRIA 071500Z 17003KT CAVOK 29/15 Q1014,14,15,6,4,42.56,0
2024-06-07 15:30:00,LRIA,29,16,2.0,10000,0,0,LRIA 071530Z 17002KT CAVOK 29/16 Q1014,13,15,6,4,45.37,0
2024-06-07 16:00:00,LRIA,29,15,1.0,10000,0,0,LRIA 071600Z 27001KT CAVOK 29/15 Q1014,14,16,6,4,42.56,0
2024-06-07 16:30:00,LRIA,29,14,1.0,10000,0,0,LRIA 071630Z 29001KT CAVOK 29/14 Q1014,15,16,6,4,39.9,0
2024-06-07 17:00:00,LRIA,28,14,2.0,9999,0,0,LRIA 071700Z 31002KT 9999 FEW060CB 28/14 Q1014,14,17,6,4,42.28,0
2024-06-07 17:30:00,LRIA,28,15,3.0,9999,0,0,LRIA 071730Z 32003KT 9999 FEW060CB 28/15 Q1014,13,17,6,4,45.1,0
2024-06-07 18:00:00,LRIA,24,17,4.0,10000,0,0,LRIA 071800Z 26004KT 220V330 CAVOK 24/17 Q1014,7,18,6,4,64.93,0
2024-06-07 18:30:00,LRIA,25,17,4.0,10000,0,0,LRIA 071830Z 28004KT 250V310 CAVOK 25/17 Q1014,8,18,6,4,61.16,0
2024-06-07 19:00:00,LRIA,24,17,4.0,10000,0,0,LRIA 071900Z 26004KT CAVOK 24/17 Q1015,7,19,6,4,64.93,0
2024-06-07 19:30:00,LRIA,24,17,1.0,10000,0,0,LRIA 071930Z 25001KT CAVOK 24/17 Q1015,7,19,6,4,64.93,0
2024-06-07 20:00:00,LRIA,22,17,5.0,10000,0,0,LRIA 072000Z 35005KT CAVOK 22/17 Q1015,5,20,6,4,73.29,0
2024-06-07 20:30:00,LRIA,21,17,,10000,0,0,LRIA 072030Z VRB02KT CAVOK 21/17 Q1014,4,20,6,4,77.92,0
2024-06-07 21:00:00,LRIA,21,16,4.0,10000,0,0,LRIA 072100Z 29004KT 260V350 CAVOK 21/16 Q1015,5,21,6,4,73.11,0
2024-06-07 21:30:00,LRIA,20,17,4.0,10000,0,0,LRIA 072130Z 27004KT CAVOK 20/17 Q1015,3,21,6,4,82.87,0
2024-06-07 22:00:00,LRIA,20,16,3.0,10000,0,0,LRIA 072200Z 27003KT CAVOK 20/16 Q1014,4,22,6,4,77.77,0
2024-06-07 22:30:00,LRIA,20,16,3.0,10000,0,0,LRIA 072230Z 25003KT CAVOK 20/16 Q1014,4,22,6,4,77.77,0
2024-06-07 23:00:00,LRIA,19,16,2.0,10000,0,0,LRIA 072300Z 25002KT CAVOK 19/16 Q1014,3,23,6,4,82.75,0
2024-06-07 23:30:00,LRIA,19,16,1.0,10000,0,0,LRIA 072330Z 23001KT CAVOK 19/16 Q1014,3,23,6,4,82.75,0
2024-06-08 00:00:00,LRIA,19,16,3.0,10000,0,0,LRIA 080000Z 24003KT CAVOK 19/16 Q1014,3,0,6,5,82.75,0
2024-06-08 00:30:00,LRIA,19,16,4.0,10000,0,0,LRIA 080030Z 25004KT CAVOK 19/16 Q1014,3,0,6,5,82.75,0
2024-06-08 01:00:00,LRIA,19,16,4.0,10000,0,0,LRIA 080100Z 28004KT CAVOK 19/16 Q1014,3,1,6,5,82.75,0
2024-06-08 01:30:00,LRIA,18,16,2.0,10000,0,0,LRIA 080130Z 24002KT CAVOK 18/16 Q1014,2,1,6,5,88.1,0
2024-06-08 02:00:00,LRIA,18,16,3.0,10000,0,0,LRIA 080200Z 25003KT CAVOK 18/16 Q1014,2,2,6,5,88.1,0
2024-06-08 02:30:00,LRIA,18,16,3.0,10000,0,0,LRIA 080230Z 27003KT CAVOK 18/16 Q1014,2,2,6,5,88.1,0
2024-06-08 03:00:00,LRIA,18,16,3.0,10000,0,0,LRIA 080300Z 27003KT 220V290 CAVOK 18/16 Q1014,2,3,6,5,88.1,0
2024-06-08 03:30:00,LRIA,18,16,1.0,10000,0,0,LRIA 080330Z 27001KT CAVOK 18/16 Q1014,2,3,6,5,88.1,0
2024-06-08 04:00:00,LRIA,19,17,0.0,10000,0,0,LRIA 080400Z 00000KT CAVOK 19/17 Q1014,2,4,6,5,88.19,0
2024-06-08 04:30:00,LRIA,20,16,2.0,10000,0,0,LRIA 080430Z 22002KT CAVOK 20/16 Q1014,4,4,6,5,77.77,0
2024-06-08 05:00:00,LRIA,21,16,3.0,10000,0,0,LRIA 080500Z 23003KT 190V280 CAVOK 21/16 Q1014,5,5,6,5,73.11,0
2024-06-08 05:30:00,LRIA,21,16,4.0,10000,0,0,LRIA 080530Z 24004KT 220V290 CAVOK 21/16 Q1014,5,5,6,5,73.11,0
2024-06-08 06:00:00,LRIA,23,17,4.0,10000,0,0,LRIA 080600Z 22004KT 160V270 CAVOK 23/17 Q1013,6,6,6,5,68.97,0
2024-06-08 06:30:00,LRIA,24,17,,10000,0,0,LRIA 080630Z VRB03KT CAVOK 24/17 Q1014,7,6,6,5,64.93,0
2024-06-08 07:00:00,LRIA,25,17,4.0,10000,0,0,LRIA 080700Z 18004KT 130V210 CAVOK 25/17 Q1014,8,7,6,5,61.16,0
2024-06-08 07:30:00,LRIA,26,17,3.0,10000,0,0,LRIA 080730Z 22003KT 160V280 CAVOK 26/17 Q1014,9,7,6,5,57.63,0
2024-06-08 08:00:00,LRIA,27,18,,10000,0,0,LRIA 080800Z VRB02KT CAVOK 27/18 Q1014,9,8,6,5,57.87,0
2024-06-08 08:30:00,LRIA,27,17,,10000,0,0,LRIA 080830Z VRB02KT CAVOK 27/17 Q1014,10,8,6,5,54.33,0
2024-06-08 09:00:00,LRIA,28,17,5.0,10000,0,0,LRIA 080900Z 21005KT 180V270 CAVOK 28/17 Q1013,11,9,6,5,51.25,0
2024-06-08 09:30:00,LRIA,28,17,5.0,10000,0,0,LRIA 080930Z 22005KT 150V280 CAVOK 28/17 Q1013,11,9,6,5,51.25,0
2024-06-08 10:00:00,LRIA,28,16,6.0,10000,0,0,LRIA 081000Z 26006KT 210V300 CAVOK 28/16 Q1013,12,10,6,5,48.09,0
2024-06-08 10:30:00,LRIA,29,16,6.0,10000,0,0,LRIA 081030Z 26006KT 210V290 CAVOK 29/16 Q1013,13,10,6,5,45.37,0
2024-06-08 11:00:00,LRIA,29,15,5.0,9999,0,0,LRIA 081100Z 22005KT 150V310 9999 FEW050CB 29/15 Q1012,14,11,6,5,42.56,0
2024-06-08 11:30:00,LRIA,29,16,5.0,9999,0,0,LRIA 081130Z 24005KT 180V300 9999 FEW050CB 29/16 Q1012,13,11,6,5,45.37,0
2024-06-08 12:00:00,LRIA,29,16,7.0,9999,0,0,LRIA 081200Z 28007KT 240V320 9999 VCTS FEW050CB 29/16 Q1012,13,12,6,5,45.37,0
2024-06-08 12:30:00,LRIA,29,17,12.0,9999,0,0,LRIA 081230Z 34012KT 9999 FEW050CB 29/17 Q1012,12,12,6,5,48.35,0
2024-06-08 13:00:00,LRIA,28,16,7.0,9999,0,0,LRIA 081300Z 35007KT 320V020 9999 FEW050CB 28/16 Q1012,12,13,6,5,48.09,0
2024-06-08 13:30:00,LRIA,29,15,6.0,9999,0,0,LRIA 081330Z 35006KT 9999 FEW050CB 29/15 Q1012,14,13,6,5,42.56,0
2024-06-08 14:00:00,LRIA,27,18,11.0,9999,0,0,LRIA 081400Z 04011KT 9999 FEW050CB 27/18 Q1013,9,14,6,5,57.87,0
2024-06-08 14:30:00,LRIA,27,17,6.0,9999,0,0,LRIA 081430Z 06006KT 9999 FEW050CB 27/17 Q1012,10,14,6,5,54.33,0
2024-06-08 15:00:00,LRIA,26,17,3.0,9999,0,0,LRIA 081500Z 14003KT 100V180 9999 VCTS FEW050CB 26/17 Q1012,9,15,6,5,57.63,0
2024-06-08 15:30:00,LRIA,26,17,6.0,9999,0,0,LRIA 081530Z 23006KT 200V260 9999 FEW050CB 26/17 Q1012,9,15,6,5,57.63,0
